format,impl,op,ns_per_elem,elems_per_s,rel_time,agree,n,reps,seconds
fp128,mpfr,div,40.3017,24812834,0.004,4194304,4194304,1,0.1690
fp128,mpfr+754,div,45.7459,21859889,0.005,4194304,4194304,1,0.1919
fp128,quadmath,div,74.6334,13398822,0.008,4194304,4194304,1,0.3130
fp128,libcft,sqrt,10669.1777,93728,1.000,4194304,4194304,1,44.7498
fp128,mpfr,sqrt,48.3063,20701242,0.005,4194304,4194304,1,0.2026
fp128,mpfr+754,sqrt,53.9867,18523071,0.005,4194304,4194304,1,0.2264
fp128,quadmath,sqrt,416.4492,2401253,0.039,4194304,4194304,1,1.7467
fp256,libcft,add,674.8096,1481899,1.000,1,1,444174,0.2997
fp256,mpfr,add,17.8606,55989156,0.026,1,1,16777216,0.2997
fp256,mpfr+754,add,23.7173,42163282,0.035,1,1,13207885,0.3133
fp256,libcft,mul,460.9863,2169262,1.000,1,1,677511,0.3123
fp256,mpfr,mul,38.0080,26310229,0.082,1,1,8249040,0.3135
fp256,mpfr+754,mul,43.6215,22924494,0.095,1,1,7198369,0.3140
fp256,libcft,fma,583.0535,1715109,1.000,1,1,535529,0.3122
fp256,mpfr,fma,63.7308,15690989,0.109,1,1,4917935,0.3134
fp256,mpfr+754,fma,72.5349,13786458,0.124,1,1,4311011,0.3127
fp256,libcft,div,51639.8773,19365,1.000,1,1,6056,0.3127
fp256,mpfr,div,116.6334,8573873,0.002,1,1,2676437,0.3122
fp256,mpfr+754,div,125.3339,7978686,0.002,1,1,2493609,0.3125
fp256,libcft,sqrt,55197.5883,18117,1.000,1,1,5688,0.3140
fp256,mpfr,sqrt,139.9061,7147650,0.003,1,1,2266034,0.3170
fp256,mpfr+754,sqrt,168.5772,5932000,0.003,1,1,2124191,0.3581
fp256,libcft,add,663.6323,1506859,1.000,4,4,115986,0.3079
fp256,mpfr,add,22.5215,44401920,0.034,4,4,3492715,0.3146
fp256,mpfr+754,add,27.9303,35803424,0.042,4,4,2732086,0.3052
fp256,libcft,mul,450.6441,2219046,1.000,4,4,174052,0.3137
fp256,mpfr,mul,37.5749,26613483,0.083,4,4,2077668,0.3123
fp256,mpfr+754,mul,43.2969,23096333,0.096,4,4,1805577,0.3127
fp256,libcft,fma,569.6539,1755452,1.000,4,4,137892,0.3142
fp256,mpfr,fma,64.3167,15548053,0.113,4,4,1216143,0.3129
fp256,mpfr+754,fma,73.7351,13562056,0.129,4,4,1060738,0.3129
fp256,libcft,div,23825.0076,41973,1.000,4,4,3277,0.3123
fp256,mpfr,div,108.7425,9196039,0.005,4,4,719626,0.3130
fp256,mpfr+754,div,116.7905,8562342,0.005,4,4,669079,0.3126
fp256,libcft,sqrt,26684.6979,37475,1.000,4,4,2952,0.3151
fp256,mpfr,sqrt,141.3099,7076646,0.005,4,4,552052,0.3120
fp256,mpfr+754,sqrt,148.7935,6720723,0.006,4,4,524760,0.3123
fp256,libcft,add,646.0562,1547853,1.000,16,16,25895,0.2677
fp256,mpfr,add,22.1498,45147215,0.034,16,16,885299,0.3137
fp256,mpfr+754,add,28.1478,35526766,0.044,16,16,693430,0.3123
fp256,libcft,mul,444.9063,2247664,1.000,16,16,43706,0.3111
fp256,mpfr,mul,35.3774,28266647,0.080,16,16,552160,0.3125
fp256,mpfr+754,mul,41.1295,24313427,0.092,16,16,476290,0.3134
fp256,libcft,fma,537.7755,1859512,1.000,16,16,36319,0.3125
fp256,mpfr,fma,59.0300,16940529,0.110,16,16,330174,0.3118
fp256,mpfr+754,fma,69.3567,14418224,0.129,16,16,262144,0.2909
fp256,libcft,div,16615.0972,60186,1.000,16,16,1172,0.3116
fp256,mpfr,div,115.2679,8675443,0.007,16,16,168884,0.3115
fp256,mpfr+754,div,124.1422,8055275,0.007,16,16,158394,0.3146
fp256,libcft,sqrt,19172.4935,52158,1.000,16,16,1016,0.3117
fp256,mpfr,sqrt,148.1920,6748003,0.008,16,16,132150,0.3133
fp256,mpfr+754,sqrt,169.6628,5894045,0.009,16,16,123962,0.3365
fp256,libcft,add,647.7092,1543903,1.000,64,64,6901,0.2861
fp256,mpfr,add,22.4493,44544838,0.035,64,64,218183,0.3135
fp256,mpfr+754,add,29.1655,34287027,0.045,64,64,168394,0.3143
fp256,libcft,mul,442.8706,2257996,1.000,64,64,11040,0.3129
fp256,mpfr,mul,38.8779,25721586,0.088,64,64,125823,0.3131
fp256,mpfr+754,mul,44.1372,22656603,0.100,64,64,106976,0.3022
fp256,libcft,fma,549.4197,1820102,1.000,64,64,8918,0.3136
fp256,mpfr,fma,67.2560,14868569,0.122,64,64,72338,0.3114
fp256,mpfr+754,fma,75.7713,13197608,0.138,64,64,64233,0.3115
fp256,libcft,div,15124.5935,66117,1.000,64,64,322,0.3117
fp256,mpfr,div,118.3780,8447514,0.008,64,64,41337,0.3132
fp256,mpfr+754,div,127.1828,7862698,0.008,64,64,38316,0.3119
fp256,libcft,sqrt,17246.0568,57984,1.000,64,64,283,0.3124
fp256,mpfr,sqrt,154.5407,6470786,0.009,64,64,31454,0.3111
fp256,mpfr+754,sqrt,166.2554,6014843,0.010,64,64,29371,0.3125
fp256,libcft,add,654.7000,1527417,1.000,256,256,1831,0.3069
fp256,mpfr,add,21.6002,46295828,0.033,256,256,56158,0.3105
fp256,mpfr+754,add,29.5079,33889220,0.045,256,256,41563,0.3140
fp256,libcft,mul,449.3944,2225217,1.000,256,256,2733,0.3144
fp256,mpfr,mul,40.4146,24743537,0.090,256,256,30281,0.3133
fp256,mpfr+754,mul,46.4058,21549032,0.103,256,256,26356,0.3131
fp256,libcft,fma,554.2850,1804126,1.000,256,256,2215,0.3143
fp256,mpfr,fma,72.0160,13885803,0.130,256,256,16941,0.3123
fp256,mpfr+754,fma,80.4606,12428450,0.145,256,256,14713,0.3031
fp256,libcft,div,14378.4702,69548,1.000,256,256,85,0.3129
fp256,mpfr,div,121.3387,8241391,0.008,256,256,10174,0.3160
fp256,mpfr+754,div,129.0030,7751755,0.009,256,256,9438,0.3117
fp256,libcft,sqrt,17021.8813,58748,1.000,256,256,64,0.2789
fp256,mpfr,sqrt,165.2440,6051658,0.010,256,256,7408,0.3134
fp256,mpfr+754,sqrt,176.9552,5651149,0.010,256,256,6896,0.3124
fp256,libcft,add,658.1128,1519496,1.000,1024,1024,411,0.2770
fp256,mpfr,add,26.3196,37994438,0.040,1024,1024,11525,0.3106
fp256,mpfr+754,add,35.7620,27962646,0.054,1024,1024,8527,0.3123
fp256,libcft,mul,447.5437,2234419,1.000,1024,1024,684,0.3135
fp256,mpfr,mul,42.9243,23296843,0.096,1024,1024,7268,0.3195
fp256,mpfr+754,mul,54.9075,18212437,0.123,1024,1024,5488,0.3086
fp256,libcft,fma,558.0743,1791876,1.000,1024,1024,548,0.3132
fp256,mpfr,fma,81.8591,12216112,0.147,1024,1024,3509,0.2941
fp256,mpfr+754,fma,90.6547,11030869,0.162,1024,1024,2998,0.2783
fp256,libcft,div,14241.6402,70217,1.000,1024,1024,22,0.3208
fp256,mpfr,div,122.7352,8147621,0.009,1024,1024,2495,0.3136
fp256,mpfr+754,div,131.9431,7579026,0.009,1024,1024,2309,0.3120
fp256,libcft,sqrt,16686.0692,59930,1.000,1024,1024,19,0.3246
fp256,mpfr,sqrt,172.5752,5794577,0.010,1024,1024,1773,0.3133
fp256,mpfr+754,sqrt,182.4241,5481731,0.011,1024,1024,1677,0.3133
fp256,libcft,add,659.4063,1516516,1.000,4096,4096,115,0.3106
fp256,mpfr,add,34.1037,29322355,0.052,4096,4096,2242,0.3132
fp256,mpfr+754,add,40.9673,24409704,0.062,4096,4096,1866,0.3131
fp256,libcft,mul,451.9533,2212618,1.000,4096,4096,171,0.3166
fp256,mpfr,mul,42.1987,23697425,0.093,4096,4096,1818,0.3142
fp256,mpfr+754,mul,47.6204,20999413,0.105,4096,4096,1604,0.3129
fp256,libcft,fma,557.5227,1793649,1.000,4096,4096,137,0.3129
fp256,mpfr,fma,78.2680,12776615,0.140,4096,4096,970,0.3110
fp256,mpfr+754,fma,85.8311,11650788,0.154,4096,4096,887,0.3118
fp256,libcft,div,14193.5888,70454,1.000,4096,4096,6,0.3488
fp256,mpfr,div,122.5536,8159693,0.009,4096,4096,622,0.3122
fp256,mpfr+754,div,131.6310,7596995,0.009,4096,4096,582,0.3138
fp256,libcft,sqrt,16643.7912,60082,1.000,4096,4096,5,0.3409
fp256,mpfr,sqrt,175.3707,5702207,0.011,4096,4096,436,0.3132
fp256,mpfr+754,sqrt,184.3665,5423978,0.011,4096,4096,412,0.3111
fp256,libcft,add,657.9157,1519952,1.000,16384,16384,29,0.3126
fp256,mpfr,add,33.9903,29420193,0.052,16384,16384,562,0.3130
fp256,mpfr+754,add,40.6208,24617951,0.062,16384,16384,468,0.3115
fp256,libcft,mul,448.0809,2231740,1.000,16384,16384,43,0.3157
fp256,mpfr,mul,42.3834,23594155,0.095,16384,16384,452,0.3139
fp256,mpfr+754,mul,47.8105,20915888,0.107,16384,16384,398,0.3118
fp256,libcft,fma,557.8682,1792538,1.000,16384,16384,35,0.3199
fp256,mpfr,fma,78.7699,12695206,0.141,16384,16384,244,0.3149
fp256,mpfr+754,fma,86.2524,11593886,0.155,16384,16384,222,0.3137
fp256,libcft,div,14062.5094,71111,1.000,16384,16384,2,0.4608
fp256,mpfr,div,123.3125,8109476,0.009,16384,16384,155,0.3132
fp256,mpfr+754,div,132.7925,7530545,0.009,16384,16384,144,0.3133
fp256,libcft,sqrt,16582.5737,60304,1.000,16384,16384,1,0.2717
fp256,mpfr,sqrt,176.9541,5651184,0.011,16384,16384,109,0.3160
fp256,mpfr+754,sqrt,185.0014,5405363,0.011,16384,16384,103,0.3122
fp256,libcft,add,658.6951,1518153,1.000,65536,65536,8,0.3453
fp256,mpfr,add,35.2144,28397473,0.053,65536,65536,136,0.3139
fp256,mpfr+754,add,41.2235,24258022,0.063,65536,65536,115,0.3107
fp256,libcft,mul,446.9354,2237460,1.000,65536,65536,11,0.3222
fp256,mpfr,mul,42.2977,23641974,0.095,65536,65536,113,0.3132
fp256,mpfr+754,mul,47.8020,20919631,0.107,65536,65536,100,0.3133
fp256,libcft,fma,558.3833,1790885,1.000,65536,65536,9,0.3293
fp256,mpfr,fma,78.5078,12737585,0.141,65536,65536,61,0.3139
fp256,mpfr+754,fma,86.2030,11600529,0.154,65536,65536,56,0.3164
fp256,libcft,div,14038.0506,71235,1.000,65536,65536,1,0.9200
fp256,mpfr,div,123.9203,8069702,0.009,65536,65536,39,0.3167
fp256,mpfr+754,div,132.9993,7518835,0.009,65536,65536,36,0.3138
fp256,libcft,sqrt,16503.6780,60593,1.000,65536,65536,1,1.0816
fp256,mpfr,sqrt,175.9983,5681875,0.011,65536,65536,28,0.3230
fp256,mpfr+754,sqrt,189.2911,5282869,0.011,65536,65536,26,0.3225
fp256,libcft,add,696.8339,1435062,1.000,262144,262144,1,0.1827
fp256,mpfr,add,49.5300,20189790,0.071,262144,262144,11,0.1428
fp256,mpfr+754,add,51.8753,19276998,0.074,262144,262144,12,0.1632
fp256,libcft,mul,449.1027,2226662,1.000,262144,262144,2,0.2355
fp256,mpfr,mul,55.3782,18057642,0.123,262144,262144,11,0.1597
fp256,mpfr+754,mul,61.3999,16286673,0.137,262144,262144,10,0.1610
fp256,libcft,fma,620.0277,1612831,1.000,262144,262144,1,0.1625
fp256,mpfr,fma,90.5157,11047806,0.146,262144,262144,7,0.1661
fp256,mpfr+754,fma,97.1802,10290158,0.157,262144,262144,6,0.1529
fp256,libcft,div,14024.3973,71304,1.000,262144,262144,1,3.6764
fp256,mpfr,div,127.9451,7815851,0.009,262144,262144,5,0.1677
fp256,mpfr+754,div,137.8685,7253291,0.010,262144,262144,5,0.1807
fp256,libcft,sqrt,16761.4752,59661,1.000,262144,262144,1,4.3939
fp256,mpfr,sqrt,180.8500,5529445,0.011,262144,262144,4,0.1896
fp256,mpfr+754,sqrt,189.1322,5287308,0.011,262144,262144,4,0.1983
fp256,libcft,add,659.5381,1516213,1.000,1048576,1048576,1,0.6916
fp256,mpfr,add,43.1874,23154912,0.065,1048576,1048576,4,0.1811
fp256,mpfr+754,add,48.9383,20433911,0.074,1048576,1048576,3,0.1539
fp256,libcft,mul,448.2041,2231126,1.000,1048576,1048576,1,0.4700
fp256,mpfr,mul,51.3826,19461829,0.115,1048576,1048576,3,0.1616
fp256,mpfr+754,mul,64.9885,15387331,0.145,1048576,1048576,3,0.2044
fp256,libcft,fma,559.5819,1787048,1.000,1048576,1048576,1,0.5868
fp256,mpfr,fma,82.7217,12088724,0.148,1048576,1048576,2,0.1735
fp256,mpfr+754,fma,90.1766,11089348,0.161,1048576,1048576,2,0.1891
fp256,libcft,div,14068.1785,71082,1.000,1048576,1048576,1,14.7516
fp256,mpfr,div,127.8075,7824267,0.009,1048576,1048576,1,0.1340
fp256,mpfr+754,div,137.2706,7284879,0.010,1048576,1048576,1,0.1439
fp256,libcft,sqrt,16979.7220,58894,1.000,1048576,1048576,1,17.8045
fp256,mpfr,sqrt,181.1719,5519618,0.011,1048576,1048576,1,0.1900
fp256,mpfr+754,sqrt,189.5433,5275838,0.011,1048576,1048576,1,0.1988
fp256,libcft,add,658.9133,1517650,1.000,4194304,4194304,1,2.7637
fp256,mpfr,add,42.3927,23588959,0.064,4194304,4194304,1,0.1778
fp256,mpfr+754,add,48.1531,20767113,0.073,4194304,4194304,1,0.2020
fp256,libcft,mul,448.6737,2228791,1.000,4194304,4194304,1,1.8819
fp256,mpfr,mul,49.7672,20093547,0.111,4194304,4194304,1,0.2087
fp256,mpfr+754,mul,54.6251,18306602,0.122,4194304,4194304,1,0.2291
fp256,libcft,fma,558.9082,1789203,1.000,4194304,4194304,1,2.3442
fp256,mpfr,fma,82.8997,12062774,0.148,4194304,4194304,1,0.3477
fp256,mpfr+754,fma,90.3691,11065735,0.162,4194304,4194304,1,0.3790
fp256,libcft,div,14071.5404,71065,1.000,4194304,4194304,1,59.0203
fp256,mpfr,div,132.7612,7532319,0.009,4194304,4194304,1,0.5568
fp256,mpfr+754,div,137.6620,7264171,0.010,4194304,4194304,1,0.5774
fp256,libcft,sqrt,16824.2562,59438,1.000,4194304,4194304,1,70.5660
fp256,mpfr,sqrt,181.4759,5510374,0.011,4194304,4194304,1,0.7612
fp256,mpfr+754,sqrt,190.3524,5253414,0.011,4194304,4194304,1,0.7984
